meas_idx,obs_idx,sat_id,start_time,end_time,used,max_rh,max_amp,mean_amp,num_recs
5,20,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,21,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,22,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,23,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,24,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,25,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,26,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,27,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,28,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,29,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,30,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,31,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,32,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,33,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,34,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,35,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,36,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,37,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,38,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,39,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,40,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,41,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,42,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,43,65535,65535,65535,true,NaN,NaN,NaN,4294967295
